구분,QA
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"C:\Users\User\AppData\Roaming\Python\Python38\site-packages\sklearn\base.py:493: FutureWarning: The feature names should match those that were passed during fit. Starting version 1.2, an error will be raised.
Feature names unseen at fit time:
- Unnamed: 0
- html_num_tags('applet')
- url_chinese_present
- url_domain_len
- url_path_len

  warnings.warn(message, FutureWarning)
---------------------------------------------------------------------------
ValueError                                Traceback (most recent call last)
 in 
      1 test_z = pd.read_csv(""test_dataset_v01.csv"")
----&gt; 2 pred = model_dt.predict(test_z)

~\AppData\Roaming\Python\Python38\site-packages\sklearn\tree\_classes.py in predict(self, X, check_input)
    503         """"""
    504         check_is_fitted(self)
--&gt; 505         X = self._validate_X_predict(X, check_input)
    506         proba = self.tree_.predict(X)
    507         n_samples = X.shape[0]

~\AppData\Roaming\Python\Python38\site-packages\sklearn\tree\_classes.py in _validate_X_predict(self, X, check_input)
    469         """"""Validate the training data on predict (probabilities).""""""
    470         if check_input:
--&gt; 471             X = self._validate_data(X, dtype=DTYPE, accept_sparse=""csr"", reset=False)
    472             if issparse(X) and (
    473                 X.indices.dtype != np.intc or X.indptr.dtype != np.intc

~\AppData\Roaming\Python\Python38\site-packages\sklearn\base.py in _validate_data(self, X, y, reset, validate_separately, **check_params)
    575             raise ValueError(""Validation should be done on X, y or both."")
    576         elif not no_val_X and no_val_y:
--&gt; 577             X = check_array(X, input_name=""X"", **check_params)
    578             out = X
    579         elif no_val_X and not no_val_y:

~\AppData\Roaming\Python\Python38\site-packages\sklearn\utils\validation.py in check_array(array, accept_sparse, accept_large_sparse, dtype, order, copy, force_all_finite, ensure_2d, allow_nd, ensure_min_samples, ensure_min_features, estimator, input_name)
    897 
    898         if force_all_finite:
--&gt; 899             _assert_all_finite(
    900                 array,
    901                 input_name=input_name,

~\AppData\Roaming\Python\Python38\site-packages\sklearn\utils\validation.py in _assert_all_finite(X, allow_nan, msg_dtype, estimator_name, input_name)
    144                     ""#estimators-that-handle-nan-values""
    145                 )
--&gt; 146             raise ValueError(msg_err)
    147 
    148     # for object dtype data, we only check for NaNs (GH-13254)

ValueError: Input X contains NaN.
DecisionTreeClassifier does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values


결측치 얘기인거 같은데 테스트파일도 train파일처럼 데이터 전처리 모델링 해야되나요??안녕하세요 김동준 에이블러님:)

맞습니다. test파일도 train data와 같은 형식으로 전처리를 해주셔야합니다"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"어제 한 train셋에다가 test셋으로 predict하니 결측치가 있다고 실행이 안됩니다. 
그러면 이제 test셋의 결측치를 제거 할 차례인데, 

1. 기존 ipynb파일(어제 만든 trainset)의 하단 부분(predict밑에)에 오늘 다운받은 test셋을 read_csv해와서 결측치제거 하는건가요? 

2. 아니면 다른 파일을 띄워서 testset_csv의 결측치를 제거한 다음에 -&gt; 결측치 제거한 testset_csv로 파일 덮어씌워서 -&gt; 새로 저장한 testset_csv를 trainset_csv에서 호출 이건가요?

test를 전처리 하고싶은데 어느 창에서 전처리해야할지 모르겠습니다. 이미 trainset.ipynb가 켜져있는 상태입니다.안녕하세요 강준수 에이블러님:)

결국엔 캐글에는 test 에 해당하는 csv만 제출하기 때문에 
train data를 작업했던 공간에서 전처리 및 predict하시면 됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"df_tcopy.loc[(df_tcopy['url_num_hyphens_dom'] &lt;= 5),['url_path_len']].fillna(url_path_len_mean_T, inplace = True)
코드는 다음과 같이 고쳤는데 fillna에는 조건 조회가 불가능한가요?안녕하세요 권우진 에이블러님:)

fillna같은 경우에는 결측치를 채워주는 함수입니다.조건 조회는 불가능합니다.
그러므로 권우진님의 코드와 fillna를 각각 써주시면  될 것 같습니다:)"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"올린 값들 중 최고점인 건가요? 아니면 최근에 올린 파일로 무조건 갱신인가요?
최고점보다 낮은 값이 나온 경우 변경되지 않는 것인가요?네, 
올린 값들 중 최고점입니다.
최고점보다 낮은 경우는 변경되지 않습니다.
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"모델링 하고 Test 데이터 결과 Confusion Matrix 확인은 
test 데이터셋의 확인을 말하는건가요?안녕하세요. 강보민 에이블러님

train 데이터셋을 학습용(train), 평가용(test)으로 분류하셨습니다.
model 학습을 위한 데이터로 train, 모델에 대한 성능을 평가하기 위해 평가용(test)을 활용하여 성능을 평가합니다.(Confusion Matrix) 

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"현재 가변수화 값이 1과 0으로 나오는 상황인데... 요구사항이 1과 -1이라서 어떻게 해야 하나 고민중입니다.
혹시 가능하다면 힌트를 알고 싶습니다.안녕하세요 박재형 에이블러님

-1과 1로 바꾸시는것에 대해 문의주셨는대요

저희가 앞서 배웠던 딥러닝과정 06과 Classification Multi-Class 파일의 전처리과정 부분을 참고하시면 도움이 되실껍니다

좋은 결과 있기를 바라겠습니다

다른 궁금하신 점이 있으시다면 다시 질문하시면 답변 드리도록 하겠습니다 :)

감사합니다"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"전 다른분들처럼 행이 2440이 아닌 1101이 뜨는데 전처리할때도 결측치를 평균값으로 채워서 넣었는데 왜 이리 낮게 뜨는지 모르겠습니다.안녕하세요 최창인 에이블러님:)

처음 받았던 데이터의 행 갯 수가 몇 개인지 확인해 주시고
전처리시 행을 건들지 않았나 다시 확인해주세요:)"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"행 개수가 안맞는데 어떻게 맞추면 될까요..? 2441이 아니여서요!
train이랑 test랑 서로 행 개수가 맞아야 하나요? 
열 삭제는 하면 안되는 걸까요?안녕하세요 공세린 에이블러님:)

train 데이터를 이용하셔서 모델을 만드시고 test 데이터를 캐글에 제출하는 것이기 때문에
train과 test의 행 개수는 맞지 않아도 됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"kaggle 순위로 받는 점수가 전체인원 중 30% 가 3점, 60% 가 2점, 나머지가 1점 맞나요?기준은 제출 인원 기준입니다.
제출 인원 중 상위 30% 3점,  중간 40% 2점, 나머지 30%는 1점입니다.
미제출 시에는 0점 처리됩니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"어느 부분을 공부해야 다시 코딩을 할 수 있을지 여쭤봅니다.데이터분석과 머신러닝 부분을 같이 보시면 좋습니다.
그 외에도 학습내용을 찾기 어려운 경우, 구글링을 해보세요.
파이썬 함수에 대해 잘 정리된 것이 많습니다. 도움이 되실겁니다.
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"전에 올린 test파일 결측치 해결 하고 했는데도 똑같이 오류납니다.안녕하세요 김동준 에이블러님:)

test 파일의 결측치 해결을 train data와 동일하게 진행해보셨을까요?
"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"학습데이터 불러온 결과 3664행 확인했고
제가 만든 csv파일 확인했을 때 1100행 확인했습니다안녕하세요. 최창인 에이블러님

작성하신 코드를 첨부해서 올려주시면 코드 확인 후 답변 드리도록 하겠습니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"오늘 새로 올려주신 test파일에 보면 target이라 할 수 있는 Result_v1 결과 값은 없는 거 같은데..
어제 올려주신 test파일로 만든 모델로 결과값이 없는 오늘 올려준 test 파일을 돌리는 건가요?안녕하세요 박재형 에이블러님

이번에 진행하는 것은 train_dataset.csv로 모델링을 진행한 다음 test_dataset_v01.csv로 예측하는 미니프로젝트입니다

다른 궁금하신 점이 있으시다면 다시 질문하시면 답변 드리도록 하겠습니다 :)

감사합니다"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"궁금한게 있어서 질문드립니다...!!
kaggle score 0점이 계속 나오는거는 모델을 잘못 만든 경우 밖에 없을까요...
계속 새롭게 모델을 만들어서 업로드 해도 0점이라서 질문드렸습니다...........!안녕하세요, 이소연 에이블러님.

kaggle에서 score는 정확도를 의미하므로, 0점이 나오기는 어렵습니다.
혹시 제출된 csv파일이 샘플 파일 형식과 일치하지 않는지 확인해보시기 바랍니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"캐글에 파일 업로드 하려는데 Evaluation Exception: Index (zero based) must be greater than or equal to zero and less than the size of the argument list. 라는 문구와 함께 계속 업로드가 안됩니다. 어떻게 해결하면 될까요?안녕하세요, 김영화 에이블러님.

파일을 작성할 때 파일의 결과 값을 출력하는 부분이 문제가 된 것으로 추측됩니다.
String.Format을 별도로 설정하신 부분이 있으실까요?

파일의 작성된 내용이 형태에 맞지 않는다는 의미이며,
이는 최종 파일을 추출할 때 발생합니다.

추출하신 파일 원본과, 코드를 부탁드립니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"# 예측하기
test_z = df1   &lt;--테스트데이터
dtc_pred = model.predict(test_z)

ValueError: X has 18 features, but DecisionTreeClassifier is expecting 16 features as input.
어떻게 해결해야할까요,...?안녕하세요 공세린 에이블러님:)

현재 train 으로 학습시킬때의 변수와 test dataset의 변수 개수가 동일한 것 같지 않습니다:)
데이터를 확인해보시고 전처리를 해주세요"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"결측치 처리하고 data = data.to_csv('test_dataset_v01.csv') 

예측부분
y_test = pd.read_csv(""test_dataset_v01.csv"")
pred = model_dt.predict(y_test)

오류 반복됩니다안녕하세요 김동준 에이블러님:)

혹시 주피터 파일을 볼 수 있을까요?"
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"ERROR: Unexpected Column:  'Result_v1' (Line 1, Column 13)

해당 에러의 원인을 알려주세요안녕하세요, 박창욱님.

추출하신 파일의 Column이 kaggle에서 요하는 파일과 다를 때 발생합니다.
파일의 열을 별도로 검토하셔야 할 것 입니다.

감사합니다."
3차 미니프로젝트)머신러닝을 활용한 데이터 분석 역량 레벨업,"feature 수가 맞지않아서 예측이 안 됩니다ㅜ 피쳐가 안 맞는 이유는 어떤게 있나요?안녕하세요 김재연 에이블러님

train_dataset.csv 파일을 이용하여 모델링 후 test_dataset_v01.csv 파일로 예측을 하시는대 발생하신 문제로 예상됩니다

해당문제의 경우 에이블러님께서 전처리 과정 중 컬럼을 삭제하시거나 새로운 컬럼을 만드셨다면 새로 읽어들인 test_dataset_v01.csv파일의 컬럼도 동일하게 만드신 다음 예측을 진행하셔야됩니다

다른 궁금하신 점이 있으시다면 다시 질문하시면 답변 드리도록 하겠습니다 :)

감사합니다"
